,match_id,match_venue,match_innings,batting_team,bowling_team,boundry_runs,wickets fallen,run_rate,total_score,Stadium_Category
48,336006.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Kings XI Punjab,16.0,3.0,4.333333333333333,26.0,Low scoring
49,336006.0,M Chinnaswamy Stadium,2.0,Kings XI Punjab,Royal Challengers Bangalore,32.0,1.0,8.666666666666666,52.0,Low scoring
50,336007.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Deccan Chargers,16.0,3.0,5.666666666666667,34.0,Low scoring
51,336007.0,"MA Chidambaram Stadium, Chepauk",2.0,Deccan Chargers,Chennai Super Kings,38.0,1.0,8.333333333333334,50.0,Low scoring
52,336008.0,Dr DY Patil Sports Academy,1.0,Rajasthan Royals,Mumbai Indians,32.0,2.0,8.0,48.0,Low scoring
53,336008.0,Dr DY Patil Sports Academy,2.0,Mumbai Indians,Rajasthan Royals,12.0,0.0,5.666666666666667,34.0,Low scoring
54,336009.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Chennai Super Kings,28.0,2.0,8.333333333333334,50.0,Low scoring
55,336009.0,Feroz Shah Kotla,2.0,Chennai Super Kings,Delhi Daredevils,38.0,0.0,9.666666666666666,58.0,Low scoring
56,336010.0,Eden Gardens,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,22.0,2.0,6.833333333333333,41.0,Low scoring
57,336010.0,Eden Gardens,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,24.0,2.0,5.833333333333333,35.0,Low scoring
58,336011.0,Sawai Mansingh Stadium,1.0,Deccan Chargers,Rajasthan Royals,38.0,0.0,8.333333333333334,50.0,Low scoring
59,336011.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Deccan Chargers,32.0,0.0,8.333333333333334,50.0,Low scoring
60,336013.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Kings XI Punjab,30.0,2.0,8.5,51.0,Low scoring
61,336013.0,"MA Chidambaram Stadium, Chepauk",2.0,Kings XI Punjab,Chennai Super Kings,18.0,2.0,5.833333333333333,35.0,Low scoring
62,336014.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Kolkata Knight Riders,Deccan Chargers,32.0,1.0,7.166666666666667,43.0,Low scoring
63,336014.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Kolkata Knight Riders,40.0,3.0,8.666666666666666,52.0,Low scoring
64,336015.0,Sawai Mansingh Stadium,1.0,Delhi Daredevils,Rajasthan Royals,24.0,1.0,7.833333333333333,47.0,Low scoring
65,336015.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Delhi Daredevils,4.0,2.0,3.5,21.0,Low scoring
66,336016.0,"Punjab Cricket Association Stadium, Mohali",1.0,Royal Challengers Bangalore,Kings XI Punjab,34.0,2.0,8.333333333333334,50.0,Low scoring
67,336016.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Royal Challengers Bangalore,22.0,0.0,7.0,42.0,Low scoring
68,336017.0,Eden Gardens,1.0,Kolkata Knight Riders,Delhi Daredevils,20.0,0.0,5.833333333333333,35.0,Low scoring
69,336017.0,Eden Gardens,2.0,Delhi Daredevils,Kolkata Knight Riders,24.0,4.0,6.166666666666667,37.0,Low scoring
70,336018.0,Wankhede Stadium,1.0,Chennai Super Kings,Mumbai Indians,16.0,2.0,4.666666666666667,28.0,Low scoring
71,336018.0,Wankhede Stadium,2.0,Mumbai Indians,Chennai Super Kings,64.0,0.0,13.0,78.0,Low scoring
72,336020.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Deccan Chargers,28.0,1.0,8.0,48.0,Low scoring
73,336020.0,Feroz Shah Kotla,2.0,Deccan Chargers,Delhi Daredevils,52.0,1.0,11.833333333333334,71.0,Low scoring
74,336021.0,Wankhede Stadium,1.0,Kolkata Knight Riders,Mumbai Indians,14.0,3.0,4.5,27.0,Low scoring
75,336023.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,80.0,2.0,19.833333333333332,119.0,Low scoring
76,336023.0,Sawai Mansingh Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,12.0,3.0,3.8333333333333335,23.0,Low scoring
77,336022.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kings XI Punjab,46.0,0.0,11.333333333333334,68.0,Low scoring
78,336022.0,Feroz Shah Kotla,2.0,Kings XI Punjab,Delhi Daredevils,52.0,3.0,12.166666666666666,73.0,Low scoring
79,336024.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Mumbai Indians,Deccan Chargers,48.0,1.0,9.5,57.0,Low scoring
80,336024.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Mumbai Indians,16.0,3.0,4.666666666666667,28.0,Low scoring
81,336025.0,Eden Gardens,1.0,Kolkata Knight Riders,Chennai Super Kings,20.0,2.0,5.833333333333333,35.0,Low scoring
82,336025.0,Eden Gardens,2.0,Chennai Super Kings,Kolkata Knight Riders,28.0,0.0,7.166666666666667,43.0,Low scoring
83,336026.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Delhi Daredevils,22.0,1.0,6.833333333333333,41.0,Low scoring
84,336026.0,M Chinnaswamy Stadium,2.0,Delhi Daredevils,Royal Challengers Bangalore,48.0,0.0,11.833333333333334,71.0,Low scoring
85,336027.0,Eden Gardens,1.0,Kolkata Knight Riders,Rajasthan Royals,20.0,1.0,5.333333333333333,32.0,Low scoring
86,336027.0,Eden Gardens,2.0,Rajasthan Royals,Kolkata Knight Riders,30.0,3.0,7.0,42.0,Low scoring
87,336028.0,Wankhede Stadium,1.0,Kings XI Punjab,Mumbai Indians,28.0,1.0,7.166666666666667,43.0,Low scoring
88,336028.0,Wankhede Stadium,2.0,Mumbai Indians,Kings XI Punjab,46.0,1.0,11.333333333333334,68.0,Low scoring
89,336029.0,"MA Chidambaram Stadium, Chepauk",1.0,Royal Challengers Bangalore,Chennai Super Kings,12.0,2.0,3.8333333333333335,23.0,Low scoring
90,336029.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Royal Challengers Bangalore,26.0,0.0,7.333333333333333,44.0,Low scoring
91,336031.0,"Punjab Cricket Association Stadium, Mohali",1.0,Deccan Chargers,Kings XI Punjab,28.0,0.0,7.0,42.0,Low scoring
92,336031.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Deccan Chargers,56.0,0.0,12.333333333333334,74.0,Low scoring
93,336032.0,Feroz Shah Kotla,1.0,Mumbai Indians,Delhi Daredevils,50.0,0.0,10.0,60.0,Low scoring
94,336032.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Mumbai Indians,46.0,2.0,9.333333333333334,56.0,Low scoring
95,336033.0,"MA Chidambaram Stadium, Chepauk",1.0,Rajasthan Royals,Chennai Super Kings,48.0,0.0,11.166666666666666,67.0,Low scoring
96,336033.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Rajasthan Royals,56.0,1.0,10.833333333333334,65.0,Low scoring
97,336002.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Royal Challengers Bangalore,16.0,0.0,6.833333333333333,41.0,Low scoring
98,336002.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Royal Challengers Bangalore,Deccan Chargers,32.0,1.0,7.166666666666667,43.0,Low scoring
99,336035.0,Eden Gardens,1.0,Kings XI Punjab,Kolkata Knight Riders,24.0,1.0,7.833333333333333,47.0,Low scoring
100,336035.0,Eden Gardens,2.0,Kolkata Knight Riders,Kings XI Punjab,42.0,2.0,8.5,51.0,Low scoring
101,336036.0,Sawai Mansingh Stadium,1.0,Mumbai Indians,Rajasthan Royals,8.0,0.0,4.833333333333333,29.0,Low scoring
102,336036.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Mumbai Indians,20.0,2.0,5.833333333333333,35.0,Low scoring
103,336037.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Chennai Super Kings,12.0,2.0,4.333333333333333,26.0,Low scoring
104,336037.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Chennai Super Kings,Deccan Chargers,32.0,1.0,7.333333333333333,44.0,Low scoring
105,336012.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Mumbai Indians,16.0,2.0,6.0,36.0,Low scoring
106,336012.0,M Chinnaswamy Stadium,2.0,Mumbai Indians,Royal Challengers Bangalore,14.0,0.0,6.5,39.0,Low scoring
107,336019.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Rajasthan Royals,42.0,0.0,8.5,51.0,Low scoring
108,336019.0,"Punjab Cricket Association Stadium, Mohali",2.0,Rajasthan Royals,Kings XI Punjab,28.0,2.0,6.333333333333333,38.0,Low scoring
109,336038.0,Wankhede Stadium,1.0,Rajasthan Royals,Delhi Daredevils,46.0,0.0,9.666666666666666,58.0,Low scoring
110,336038.0,Wankhede Stadium,2.0,Delhi Daredevils,Rajasthan Royals,8.0,3.0,4.666666666666667,28.0,Low scoring
111,336039.0,Wankhede Stadium,1.0,Kings XI Punjab,Chennai Super Kings,18.0,4.0,5.833333333333333,35.0,Low scoring
112,336039.0,Wankhede Stadium,2.0,Chennai Super Kings,Kings XI Punjab,24.0,1.0,5.833333333333333,35.0,Low scoring
113,336040.0,Dr DY Patil Sports Academy,1.0,Chennai Super Kings,Rajasthan Royals,22.0,1.0,7.0,42.0,Low scoring
114,336040.0,Dr DY Patil Sports Academy,2.0,Rajasthan Royals,Chennai Super Kings,20.0,1.0,6.833333333333333,41.0,Low scoring
115,392182.0,Newlands,1.0,Royal Challengers Bangalore,Rajasthan Royals,12.0,3.0,4.833333333333333,29.0,Low scoring
116,392182.0,Newlands,2.0,Rajasthan Royals,Royal Challengers Bangalore,0.0,2.0,2.3333333333333335,14.0,Low scoring
117,392181.0,Newlands,1.0,Mumbai Indians,Chennai Super Kings,24.0,1.0,6.666666666666667,40.0,Low scoring
118,392181.0,Newlands,2.0,Chennai Super Kings,Mumbai Indians,22.0,2.0,6.666666666666667,40.0,Low scoring
119,392183.0,Newlands,1.0,Kings XI Punjab,Delhi Daredevils,42.0,0.0,11.166666666666666,67.0,Low scoring
120,392184.0,Newlands,1.0,Kolkata Knight Riders,Deccan Chargers,52.0,3.0,12.5,75.0,Low scoring
121,392184.0,Newlands,2.0,Deccan Chargers,Kolkata Knight Riders,26.0,2.0,6.166666666666667,37.0,Low scoring
122,392185.0,St George's Park,1.0,Chennai Super Kings,Royal Challengers Bangalore,46.0,0.0,11.333333333333334,68.0,Low scoring
123,392185.0,St George's Park,2.0,Royal Challengers Bangalore,Chennai Super Kings,28.0,2.0,7.666666666666667,46.0,Low scoring
124,392186.0,Kingsmead,1.0,Kings XI Punjab,Kolkata Knight Riders,34.0,1.0,7.666666666666667,46.0,Low scoring
125,392186.0,Kingsmead,2.0,Kolkata Knight Riders,Kings XI Punjab,42.0,1.0,10.0,60.0,Low scoring
126,392188.0,Newlands,1.0,Deccan Chargers,Royal Challengers Bangalore,46.0,1.0,10.333333333333334,62.0,Low scoring
127,392188.0,Newlands,2.0,Royal Challengers Bangalore,Deccan Chargers,16.0,2.0,5.166666666666667,31.0,Low scoring
128,392189.0,Kingsmead,1.0,Delhi Daredevils,Chennai Super Kings,46.0,2.0,9.833333333333334,59.0,Low scoring
129,392189.0,Kingsmead,2.0,Chennai Super Kings,Delhi Daredevils,30.0,1.0,10.0,60.0,Low scoring
130,392190.0,Newlands,1.0,Rajasthan Royals,Kolkata Knight Riders,42.0,2.0,8.333333333333334,50.0,Low scoring
131,392190.0,Newlands,2.0,Kolkata Knight Riders,Rajasthan Royals,26.0,1.0,6.333333333333333,38.0,Low scoring
132,392191.0,Kingsmead,1.0,Royal Challengers Bangalore,Kings XI Punjab,34.0,3.0,8.166666666666666,49.0,Low scoring
133,392191.0,Kingsmead,2.0,Kings XI Punjab,Royal Challengers Bangalore,8.0,0.0,7.333333333333333,44.0,Low scoring
134,392192.0,Kingsmead,1.0,Deccan Chargers,Mumbai Indians,40.0,0.0,9.166666666666666,55.0,Low scoring
135,392192.0,Kingsmead,2.0,Mumbai Indians,Deccan Chargers,32.0,1.0,8.166666666666666,49.0,Low scoring
136,392194.0,St George's Park,1.0,Royal Challengers Bangalore,Delhi Daredevils,18.0,2.0,7.333333333333333,44.0,Low scoring
137,392194.0,St George's Park,2.0,Delhi Daredevils,Royal Challengers Bangalore,20.0,2.0,7.166666666666667,43.0,Low scoring
138,392195.0,Newlands,1.0,Kings XI Punjab,Rajasthan Royals,20.0,2.0,5.333333333333333,32.0,Low scoring
139,392195.0,Newlands,2.0,Rajasthan Royals,Kings XI Punjab,20.0,4.0,5.333333333333333,32.0,Low scoring
140,392196.0,Kingsmead,1.0,Chennai Super Kings,Deccan Chargers,44.0,1.0,10.333333333333334,62.0,Low scoring
141,392196.0,Kingsmead,2.0,Deccan Chargers,Chennai Super Kings,56.0,1.0,11.5,69.0,Low scoring
142,392197.0,St George's Park,1.0,Mumbai Indians,Kolkata Knight Riders,34.0,0.0,9.166666666666666,55.0,Low scoring
143,392197.0,St George's Park,2.0,Kolkata Knight Riders,Mumbai Indians,32.0,2.0,7.833333333333333,47.0,Low scoring
144,392198.0,SuperSport Park,1.0,Delhi Daredevils,Rajasthan Royals,30.0,3.0,7.0,42.0,Low scoring
145,392198.0,SuperSport Park,2.0,Rajasthan Royals,Delhi Daredevils,26.0,2.0,5.5,33.0,Low scoring
146,392199.0,Kingsmead,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,30.0,2.0,7.5,45.0,Low scoring
147,392199.0,Kingsmead,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,28.0,0.0,7.666666666666667,46.0,Low scoring
148,392200.0,Kingsmead,1.0,Kings XI Punjab,Mumbai Indians,10.0,2.0,4.333333333333333,26.0,Low scoring
149,392200.0,Kingsmead,2.0,Mumbai Indians,Kings XI Punjab,8.0,3.0,3.8333333333333335,23.0,Low scoring
150,392202.0,SuperSport Park,1.0,Chennai Super Kings,Rajasthan Royals,24.0,2.0,6.666666666666667,40.0,Low scoring
151,392202.0,SuperSport Park,2.0,Rajasthan Royals,Chennai Super Kings,18.0,1.0,6.333333333333333,38.0,Low scoring
152,392201.0,SuperSport Park,1.0,Deccan Chargers,Delhi Daredevils,24.0,2.0,6.166666666666667,37.0,Low scoring
153,392201.0,SuperSport Park,2.0,Delhi Daredevils,Deccan Chargers,24.0,2.0,6.166666666666667,37.0,Low scoring
154,392203.0,Buffalo Park,1.0,Mumbai Indians,Kolkata Knight Riders,18.0,2.0,6.666666666666667,40.0,Low scoring
155,392203.0,Buffalo Park,2.0,Kolkata Knight Riders,Mumbai Indians,16.0,2.0,4.333333333333333,26.0,Low scoring
156,392204.0,Kingsmead,1.0,Royal Challengers Bangalore,Kings XI Punjab,20.0,2.0,6.333333333333333,38.0,Low scoring
157,392204.0,Kingsmead,2.0,Kings XI Punjab,Royal Challengers Bangalore,16.0,0.0,5.833333333333333,35.0,Low scoring
158,392206.0,New Wanderers Stadium,1.0,Chennai Super Kings,Delhi Daredevils,30.0,2.0,7.833333333333333,47.0,Low scoring
159,392206.0,New Wanderers Stadium,2.0,Delhi Daredevils,Chennai Super Kings,30.0,2.0,8.166666666666666,49.0,Low scoring
160,392205.0,St George's Park,1.0,Deccan Chargers,Rajasthan Royals,30.0,2.0,6.5,39.0,Low scoring
161,392205.0,St George's Park,2.0,Rajasthan Royals,Deccan Chargers,20.0,3.0,4.833333333333333,29.0,Low scoring
162,392207.0,St George's Park,1.0,Kolkata Knight Riders,Kings XI Punjab,12.0,1.0,4.666666666666667,28.0,Low scoring
163,392207.0,St George's Park,2.0,Kings XI Punjab,Kolkata Knight Riders,32.0,2.0,8.5,51.0,Low scoring
164,392208.0,New Wanderers Stadium,1.0,Mumbai Indians,Royal Challengers Bangalore,12.0,3.0,4.166666666666667,25.0,Low scoring
165,392208.0,New Wanderers Stadium,2.0,Royal Challengers Bangalore,Mumbai Indians,40.0,1.0,8.5,51.0,Low scoring
166,392209.0,Buffalo Park,1.0,Chennai Super Kings,Deccan Chargers,38.0,0.0,8.833333333333334,53.0,Low scoring
167,392209.0,Buffalo Park,2.0,Deccan Chargers,Chennai Super Kings,38.0,3.0,8.666666666666666,52.0,Low scoring
168,392210.0,Kingsmead,1.0,Rajasthan Royals,Kings XI Punjab,42.0,0.0,9.5,57.0,Low scoring
169,392210.0,Kingsmead,2.0,Kings XI Punjab,Rajasthan Royals,16.0,4.0,4.833333333333333,29.0,Low scoring
170,392211.0,Kingsmead,1.0,Kolkata Knight Riders,Delhi Daredevils,34.0,0.0,9.0,54.0,Low scoring
171,392211.0,Kingsmead,2.0,Delhi Daredevils,Kolkata Knight Riders,38.0,0.0,9.5,57.0,Low scoring
172,392212.0,SuperSport Park,1.0,Deccan Chargers,Mumbai Indians,24.0,2.0,6.166666666666667,37.0,Low scoring
173,392212.0,SuperSport Park,2.0,Mumbai Indians,Deccan Chargers,28.0,2.0,6.833333333333333,41.0,Low scoring
174,392213.0,SuperSport Park,1.0,Royal Challengers Bangalore,Rajasthan Royals,14.0,3.0,4.833333333333333,29.0,Low scoring
175,392213.0,SuperSport Park,2.0,Rajasthan Royals,Royal Challengers Bangalore,20.0,1.0,5.166666666666667,31.0,Low scoring
176,392214.0,SuperSport Park,1.0,Chennai Super Kings,Kings XI Punjab,44.0,1.0,9.5,57.0,Low scoring
177,392214.0,SuperSport Park,2.0,Kings XI Punjab,Chennai Super Kings,30.0,1.0,8.666666666666666,52.0,Low scoring
178,392215.0,Buffalo Park,1.0,Mumbai Indians,Delhi Daredevils,8.0,3.0,5.0,30.0,Low scoring
179,392215.0,Buffalo Park,2.0,Delhi Daredevils,Mumbai Indians,14.0,0.0,6.0,36.0,Low scoring
180,392217.0,De Beers Diamond Oval,1.0,Rajasthan Royals,Chennai Super Kings,18.0,1.0,5.666666666666667,34.0,Low scoring
181,392217.0,De Beers Diamond Oval,2.0,Chennai Super Kings,Rajasthan Royals,24.0,2.0,6.166666666666667,37.0,Low scoring
182,392216.0,De Beers Diamond Oval,1.0,Deccan Chargers,Kings XI Punjab,32.0,1.0,8.666666666666666,52.0,Low scoring
183,392216.0,De Beers Diamond Oval,2.0,Kings XI Punjab,Deccan Chargers,26.0,2.0,7.5,45.0,Low scoring
184,392219.0,New Wanderers Stadium,1.0,Kolkata Knight Riders,Delhi Daredevils,16.0,3.0,5.5,33.0,Low scoring
185,392219.0,New Wanderers Stadium,2.0,Delhi Daredevils,Kolkata Knight Riders,30.0,0.0,7.833333333333333,47.0,Low scoring
186,392218.0,St George's Park,1.0,Mumbai Indians,Royal Challengers Bangalore,22.0,1.0,7.666666666666667,46.0,Low scoring
187,392218.0,St George's Park,2.0,Royal Challengers Bangalore,Mumbai Indians,28.0,2.0,6.5,39.0,Low scoring
188,392220.0,De Beers Diamond Oval,1.0,Deccan Chargers,Rajasthan Royals,24.0,2.0,7.0,42.0,Low scoring
189,392220.0,De Beers Diamond Oval,2.0,Rajasthan Royals,Deccan Chargers,20.0,2.0,5.0,30.0,Low scoring
190,392222.0,SuperSport Park,1.0,Kings XI Punjab,Mumbai Indians,38.0,3.0,8.5,51.0,Low scoring
191,392222.0,SuperSport Park,2.0,Mumbai Indians,Kings XI Punjab,28.0,2.0,7.0,42.0,Low scoring
192,392221.0,SuperSport Park,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,30.0,2.0,6.333333333333333,38.0,Low scoring
193,392221.0,SuperSport Park,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,30.0,0.0,7.666666666666667,46.0,Low scoring
194,392223.0,Kingsmead,1.0,Delhi Daredevils,Deccan Chargers,40.0,1.0,9.333333333333334,56.0,Low scoring
195,392223.0,Kingsmead,2.0,Deccan Chargers,Delhi Daredevils,36.0,2.0,8.333333333333334,50.0,Low scoring
196,392225.0,Kingsmead,1.0,Rajasthan Royals,Mumbai Indians,24.0,0.0,7.0,42.0,Low scoring
197,392225.0,Kingsmead,2.0,Mumbai Indians,Rajasthan Royals,8.0,3.0,4.333333333333333,26.0,Low scoring
198,392224.0,Kingsmead,1.0,Chennai Super Kings,Royal Challengers Bangalore,38.0,2.0,8.666666666666666,52.0,Low scoring
199,392224.0,Kingsmead,2.0,Royal Challengers Bangalore,Chennai Super Kings,20.0,3.0,5.5,33.0,Low scoring
200,392226.0,OUTsurance Oval,1.0,Delhi Daredevils,Kings XI Punjab,16.0,2.0,6.166666666666667,37.0,Low scoring
201,392226.0,OUTsurance Oval,2.0,Kings XI Punjab,Delhi Daredevils,26.0,3.0,6.166666666666667,37.0,Low scoring
