match_id,match_venue,match_innings,batting_team,bowling_team,run_rate,total_score
336002.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Royal Challengers Bangalore,6.833333333333333,41.0
336002.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Royal Challengers Bangalore,Deccan Chargers,7.166666666666667,43.0
336035.0,Eden Gardens,1.0,Kings XI Punjab,Kolkata Knight Riders,7.833333333333333,47.0
336035.0,Eden Gardens,2.0,Kolkata Knight Riders,Kings XI Punjab,8.5,51.0
336036.0,Sawai Mansingh Stadium,1.0,Mumbai Indians,Rajasthan Royals,4.833333333333333,29.0
336036.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Mumbai Indians,5.833333333333333,35.0
336037.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Chennai Super Kings,4.333333333333333,26.0
336037.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Chennai Super Kings,Deccan Chargers,7.333333333333333,44.0
336012.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Mumbai Indians,6.0,36.0
336012.0,M Chinnaswamy Stadium,2.0,Mumbai Indians,Royal Challengers Bangalore,6.5,39.0
336019.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Rajasthan Royals,8.5,51.0
336019.0,"Punjab Cricket Association Stadium, Mohali",2.0,Rajasthan Royals,Kings XI Punjab,6.333333333333333,38.0
336038.0,Wankhede Stadium,1.0,Rajasthan Royals,Delhi Daredevils,9.666666666666666,58.0
336038.0,Wankhede Stadium,2.0,Delhi Daredevils,Rajasthan Royals,4.666666666666667,28.0
336039.0,Wankhede Stadium,1.0,Kings XI Punjab,Chennai Super Kings,5.833333333333333,35.0
336039.0,Wankhede Stadium,2.0,Chennai Super Kings,Kings XI Punjab,5.833333333333333,35.0
336040.0,Dr DY Patil Sports Academy,1.0,Chennai Super Kings,Rajasthan Royals,7.0,42.0
336040.0,Dr DY Patil Sports Academy,2.0,Rajasthan Royals,Chennai Super Kings,6.833333333333333,41.0
392182.0,Newlands,1.0,Royal Challengers Bangalore,Rajasthan Royals,4.833333333333333,29.0
392182.0,Newlands,2.0,Rajasthan Royals,Royal Challengers Bangalore,2.3333333333333335,14.0
392181.0,Newlands,1.0,Mumbai Indians,Chennai Super Kings,6.666666666666667,40.0
392181.0,Newlands,2.0,Chennai Super Kings,Mumbai Indians,6.666666666666667,40.0
392183.0,Newlands,1.0,Kings XI Punjab,Delhi Daredevils,11.166666666666666,67.0
392184.0,Newlands,1.0,Kolkata Knight Riders,Deccan Chargers,12.5,75.0
392184.0,Newlands,2.0,Deccan Chargers,Kolkata Knight Riders,6.166666666666667,37.0
392185.0,St George's Park,1.0,Chennai Super Kings,Royal Challengers Bangalore,11.333333333333334,68.0
392185.0,St George's Park,2.0,Royal Challengers Bangalore,Chennai Super Kings,7.666666666666667,46.0
392186.0,Kingsmead,1.0,Kings XI Punjab,Kolkata Knight Riders,7.666666666666667,46.0
392186.0,Kingsmead,2.0,Kolkata Knight Riders,Kings XI Punjab,10.0,60.0
392188.0,Newlands,1.0,Deccan Chargers,Royal Challengers Bangalore,10.333333333333334,62.0
392188.0,Newlands,2.0,Royal Challengers Bangalore,Deccan Chargers,5.166666666666667,31.0
392189.0,Kingsmead,1.0,Delhi Daredevils,Chennai Super Kings,9.833333333333334,59.0
392189.0,Kingsmead,2.0,Chennai Super Kings,Delhi Daredevils,10.0,60.0
392190.0,Newlands,1.0,Rajasthan Royals,Kolkata Knight Riders,8.333333333333334,50.0
392190.0,Newlands,2.0,Kolkata Knight Riders,Rajasthan Royals,6.333333333333333,38.0
392191.0,Kingsmead,1.0,Royal Challengers Bangalore,Kings XI Punjab,8.166666666666666,49.0
392191.0,Kingsmead,2.0,Kings XI Punjab,Royal Challengers Bangalore,7.333333333333333,44.0
392192.0,Kingsmead,1.0,Deccan Chargers,Mumbai Indians,9.166666666666666,55.0
392192.0,Kingsmead,2.0,Mumbai Indians,Deccan Chargers,8.166666666666666,49.0
392194.0,St George's Park,1.0,Royal Challengers Bangalore,Delhi Daredevils,7.333333333333333,44.0
392194.0,St George's Park,2.0,Delhi Daredevils,Royal Challengers Bangalore,7.166666666666667,43.0
392195.0,Newlands,1.0,Kings XI Punjab,Rajasthan Royals,5.333333333333333,32.0
392195.0,Newlands,2.0,Rajasthan Royals,Kings XI Punjab,5.333333333333333,32.0
392196.0,Kingsmead,1.0,Chennai Super Kings,Deccan Chargers,10.333333333333334,62.0
392196.0,Kingsmead,2.0,Deccan Chargers,Chennai Super Kings,11.5,69.0
392197.0,St George's Park,1.0,Mumbai Indians,Kolkata Knight Riders,9.166666666666666,55.0
392197.0,St George's Park,2.0,Kolkata Knight Riders,Mumbai Indians,7.833333333333333,47.0
392198.0,SuperSport Park,1.0,Delhi Daredevils,Rajasthan Royals,7.0,42.0
392198.0,SuperSport Park,2.0,Rajasthan Royals,Delhi Daredevils,5.5,33.0
392199.0,Kingsmead,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,7.5,45.0
392199.0,Kingsmead,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,7.666666666666667,46.0
392200.0,Kingsmead,1.0,Kings XI Punjab,Mumbai Indians,4.333333333333333,26.0
392200.0,Kingsmead,2.0,Mumbai Indians,Kings XI Punjab,3.8333333333333335,23.0
392202.0,SuperSport Park,1.0,Chennai Super Kings,Rajasthan Royals,6.666666666666667,40.0
392202.0,SuperSport Park,2.0,Rajasthan Royals,Chennai Super Kings,6.333333333333333,38.0
392201.0,SuperSport Park,1.0,Deccan Chargers,Delhi Daredevils,6.166666666666667,37.0
392201.0,SuperSport Park,2.0,Delhi Daredevils,Deccan Chargers,6.166666666666667,37.0
392203.0,Buffalo Park,1.0,Mumbai Indians,Kolkata Knight Riders,6.666666666666667,40.0
392203.0,Buffalo Park,2.0,Kolkata Knight Riders,Mumbai Indians,4.333333333333333,26.0
392204.0,Kingsmead,1.0,Royal Challengers Bangalore,Kings XI Punjab,6.333333333333333,38.0
392204.0,Kingsmead,2.0,Kings XI Punjab,Royal Challengers Bangalore,5.833333333333333,35.0
392206.0,New Wanderers Stadium,1.0,Chennai Super Kings,Delhi Daredevils,7.833333333333333,47.0
392206.0,New Wanderers Stadium,2.0,Delhi Daredevils,Chennai Super Kings,8.166666666666666,49.0
392205.0,St George's Park,1.0,Deccan Chargers,Rajasthan Royals,6.5,39.0
392205.0,St George's Park,2.0,Rajasthan Royals,Deccan Chargers,4.833333333333333,29.0
392207.0,St George's Park,1.0,Kolkata Knight Riders,Kings XI Punjab,4.666666666666667,28.0
392207.0,St George's Park,2.0,Kings XI Punjab,Kolkata Knight Riders,8.5,51.0
392208.0,New Wanderers Stadium,1.0,Mumbai Indians,Royal Challengers Bangalore,4.166666666666667,25.0
392208.0,New Wanderers Stadium,2.0,Royal Challengers Bangalore,Mumbai Indians,8.5,51.0
392209.0,Buffalo Park,1.0,Chennai Super Kings,Deccan Chargers,8.833333333333334,53.0
392209.0,Buffalo Park,2.0,Deccan Chargers,Chennai Super Kings,8.666666666666666,52.0
392210.0,Kingsmead,1.0,Rajasthan Royals,Kings XI Punjab,9.5,57.0
392210.0,Kingsmead,2.0,Kings XI Punjab,Rajasthan Royals,4.833333333333333,29.0
392211.0,Kingsmead,1.0,Kolkata Knight Riders,Delhi Daredevils,9.0,54.0
392211.0,Kingsmead,2.0,Delhi Daredevils,Kolkata Knight Riders,9.5,57.0
392212.0,SuperSport Park,1.0,Deccan Chargers,Mumbai Indians,6.166666666666667,37.0
392212.0,SuperSport Park,2.0,Mumbai Indians,Deccan Chargers,6.833333333333333,41.0
392213.0,SuperSport Park,1.0,Royal Challengers Bangalore,Rajasthan Royals,4.833333333333333,29.0
392213.0,SuperSport Park,2.0,Rajasthan Royals,Royal Challengers Bangalore,5.166666666666667,31.0
392214.0,SuperSport Park,1.0,Chennai Super Kings,Kings XI Punjab,9.5,57.0
392214.0,SuperSport Park,2.0,Kings XI Punjab,Chennai Super Kings,8.666666666666666,52.0
392215.0,Buffalo Park,1.0,Mumbai Indians,Delhi Daredevils,5.0,30.0
392215.0,Buffalo Park,2.0,Delhi Daredevils,Mumbai Indians,6.0,36.0
392217.0,De Beers Diamond Oval,1.0,Rajasthan Royals,Chennai Super Kings,5.666666666666667,34.0
392217.0,De Beers Diamond Oval,2.0,Chennai Super Kings,Rajasthan Royals,6.166666666666667,37.0
392216.0,De Beers Diamond Oval,1.0,Deccan Chargers,Kings XI Punjab,8.666666666666666,52.0
392216.0,De Beers Diamond Oval,2.0,Kings XI Punjab,Deccan Chargers,7.5,45.0
392219.0,New Wanderers Stadium,1.0,Kolkata Knight Riders,Delhi Daredevils,5.5,33.0
392219.0,New Wanderers Stadium,2.0,Delhi Daredevils,Kolkata Knight Riders,7.833333333333333,47.0
392218.0,St George's Park,1.0,Mumbai Indians,Royal Challengers Bangalore,7.666666666666667,46.0
392218.0,St George's Park,2.0,Royal Challengers Bangalore,Mumbai Indians,6.5,39.0
392220.0,De Beers Diamond Oval,1.0,Deccan Chargers,Rajasthan Royals,7.0,42.0
392220.0,De Beers Diamond Oval,2.0,Rajasthan Royals,Deccan Chargers,5.0,30.0
392222.0,SuperSport Park,1.0,Kings XI Punjab,Mumbai Indians,8.5,51.0
392222.0,SuperSport Park,2.0,Mumbai Indians,Kings XI Punjab,7.0,42.0
392221.0,SuperSport Park,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,6.333333333333333,38.0
392221.0,SuperSport Park,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,7.666666666666667,46.0
392223.0,Kingsmead,1.0,Delhi Daredevils,Deccan Chargers,9.333333333333334,56.0
392223.0,Kingsmead,2.0,Deccan Chargers,Delhi Daredevils,8.333333333333334,50.0
392225.0,Kingsmead,1.0,Rajasthan Royals,Mumbai Indians,7.0,42.0
392225.0,Kingsmead,2.0,Mumbai Indians,Rajasthan Royals,4.333333333333333,26.0
392224.0,Kingsmead,1.0,Chennai Super Kings,Royal Challengers Bangalore,8.666666666666666,52.0
392224.0,Kingsmead,2.0,Royal Challengers Bangalore,Chennai Super Kings,5.5,33.0
392226.0,OUTsurance Oval,1.0,Delhi Daredevils,Kings XI Punjab,6.166666666666667,37.0
392226.0,OUTsurance Oval,2.0,Kings XI Punjab,Delhi Daredevils,6.166666666666667,37.0
392227.0,St George's Park,1.0,Mumbai Indians,Chennai Super Kings,8.166666666666666,49.0
392227.0,St George's Park,2.0,Chennai Super Kings,Mumbai Indians,5.833333333333333,35.0
392228.0,New Wanderers Stadium,1.0,Kolkata Knight Riders,Deccan Chargers,5.166666666666667,31.0
392228.0,New Wanderers Stadium,2.0,Deccan Chargers,Kolkata Knight Riders,8.333333333333334,50.0
392230.0,OUTsurance Oval,1.0,Delhi Daredevils,Rajasthan Royals,5.833333333333333,35.0
392230.0,OUTsurance Oval,2.0,Rajasthan Royals,Delhi Daredevils,4.0,24.0
392229.0,New Wanderers Stadium,1.0,Kings XI Punjab,Deccan Chargers,6.5,39.0
392229.0,New Wanderers Stadium,2.0,Deccan Chargers,Kings XI Punjab,7.666666666666667,46.0
392231.0,SuperSport Park,1.0,Chennai Super Kings,Kolkata Knight Riders,9.0,54.0
392231.0,SuperSport Park,2.0,Kolkata Knight Riders,Chennai Super Kings,9.333333333333334,56.0
392232.0,New Wanderers Stadium,1.0,Delhi Daredevils,Royal Challengers Bangalore,6.166666666666667,37.0
392232.0,New Wanderers Stadium,2.0,Royal Challengers Bangalore,Delhi Daredevils,4.5,27.0
392233.0,Kingsmead,1.0,Rajasthan Royals,Kolkata Knight Riders,7.666666666666667,46.0
392233.0,Kingsmead,2.0,Kolkata Knight Riders,Rajasthan Royals,4.833333333333333,29.0
392234.0,Kingsmead,1.0,Chennai Super Kings,Kings XI Punjab,8.333333333333334,50.0
392234.0,Kingsmead,2.0,Kings XI Punjab,Chennai Super Kings,4.833333333333333,29.0
392236.0,SuperSport Park,1.0,Royal Challengers Bangalore,Deccan Chargers,5.5,33.0
392236.0,SuperSport Park,2.0,Deccan Chargers,Royal Challengers Bangalore,10.666666666666666,64.0
392235.0,SuperSport Park,1.0,Mumbai Indians,Delhi Daredevils,5.0,30.0
392235.0,SuperSport Park,2.0,Delhi Daredevils,Mumbai Indians,10.0,60.0
392237.0,SuperSport Park,1.0,Delhi Daredevils,Deccan Chargers,8.166666666666666,49.0
392237.0,SuperSport Park,2.0,Deccan Chargers,Delhi Daredevils,13.833333333333334,83.0
392238.0,New Wanderers Stadium,1.0,Chennai Super Kings,Royal Challengers Bangalore,8.666666666666666,52.0
392238.0,New Wanderers Stadium,2.0,Royal Challengers Bangalore,Chennai Super Kings,9.833333333333334,59.0
392239.0,New Wanderers Stadium,1.0,Deccan Chargers,Royal Challengers Bangalore,5.166666666666667,31.0
392239.0,New Wanderers Stadium,2.0,Royal Challengers Bangalore,Deccan Chargers,6.0,36.0
419106.0,Dr DY Patil Sports Academy,1.0,Kolkata Knight Riders,Deccan Chargers,6.333333333333333,38.0
419106.0,Dr DY Patil Sports Academy,2.0,Deccan Chargers,Kolkata Knight Riders,10.333333333333334,62.0
419108.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Delhi Daredevils,7.333333333333333,44.0
419108.0,"Punjab Cricket Association Stadium, Mohali",2.0,Delhi Daredevils,Kings XI Punjab,6.5,39.0
419107.0,Brabourne Stadium,1.0,Mumbai Indians,Rajasthan Royals,11.5,69.0
419107.0,Brabourne Stadium,2.0,Rajasthan Royals,Mumbai Indians,6.5,39.0
419110.0,"MA Chidambaram Stadium, Chepauk",1.0,Deccan Chargers,Chennai Super Kings,9.5,57.0
419110.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Deccan Chargers,5.666666666666667,34.0
419109.0,Eden Gardens,1.0,Royal Challengers Bangalore,Kolkata Knight Riders,4.0,24.0
419109.0,Eden Gardens,2.0,Kolkata Knight Riders,Royal Challengers Bangalore,10.166666666666666,61.0
419111.0,"Sardar Patel Stadium, Motera",1.0,Rajasthan Royals,Delhi Daredevils,7.833333333333333,47.0
419111.0,"Sardar Patel Stadium, Motera",2.0,Delhi Daredevils,Rajasthan Royals,10.0,60.0
419112.0,M Chinnaswamy Stadium,1.0,Kings XI Punjab,Royal Challengers Bangalore,8.333333333333334,50.0
419112.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kings XI Punjab,10.166666666666666,61.0
419113.0,Eden Gardens,1.0,Chennai Super Kings,Kolkata Knight Riders,5.166666666666667,31.0
419113.0,Eden Gardens,2.0,Kolkata Knight Riders,Chennai Super Kings,7.5,45.0
419114.0,Feroz Shah Kotla,1.0,Mumbai Indians,Delhi Daredevils,11.166666666666666,67.0
419114.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Mumbai Indians,9.333333333333334,56.0
419115.0,M Chinnaswamy Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,5.166666666666667,31.0
419115.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,9.833333333333334,59.0
419116.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Chennai Super Kings,8.666666666666666,52.0
419116.0,Feroz Shah Kotla,2.0,Chennai Super Kings,Delhi Daredevils,9.333333333333334,56.0
419117.0,Barabati Stadium,1.0,Deccan Chargers,Kings XI Punjab,9.333333333333334,56.0
419117.0,Barabati Stadium,2.0,Kings XI Punjab,Deccan Chargers,4.5,27.0
419118.0,"Sardar Patel Stadium, Motera",1.0,Rajasthan Royals,Kolkata Knight Riders,9.333333333333334,56.0
419118.0,"Sardar Patel Stadium, Motera",2.0,Kolkata Knight Riders,Rajasthan Royals,6.333333333333333,38.0
419119.0,Brabourne Stadium,1.0,Mumbai Indians,Royal Challengers Bangalore,7.5,45.0
419119.0,Brabourne Stadium,2.0,Royal Challengers Bangalore,Mumbai Indians,9.166666666666666,55.0
419120.0,Barabati Stadium,1.0,Deccan Chargers,Delhi Daredevils,7.833333333333333,47.0
419120.0,Barabati Stadium,2.0,Delhi Daredevils,Deccan Chargers,8.0,48.0
419121.0,"MA Chidambaram Stadium, Chepauk",1.0,Kings XI Punjab,Chennai Super Kings,6.333333333333333,38.0
419121.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Kings XI Punjab,7.0,42.0
419122.0,Brabourne Stadium,1.0,Kolkata Knight Riders,Mumbai Indians,6.166666666666667,37.0
419122.0,Brabourne Stadium,2.0,Mumbai Indians,Kolkata Knight Riders,9.5,57.0
419123.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Chennai Super Kings,6.333333333333333,38.0
419123.0,M Chinnaswamy Stadium,2.0,Chennai Super Kings,Royal Challengers Bangalore,4.833333333333333,29.0
419124.0,"Punjab Cricket Association Stadium, Mohali",1.0,Rajasthan Royals,Kings XI Punjab,8.833333333333334,53.0
